6.338427124023437500e+02 7.454544067382812500e+02
5.755201416015625000e+02 7.413056030273437500e+02
5.172390747070312500e+02 7.381295166015625000e+02
4.589154663085937500e+02 7.353668212890625000e+02
6.960408325195312500e+02 6.912064819335937500e+02
6.376999511718750000e+02 6.859790649414062500e+02
5.806356811523437500e+02 6.821832885742187500e+02
5.228854980468750000e+02 6.787463378906250000e+02
4.650592956542968750e+02 6.759661254882812500e+02
4.054066162109375000e+02 6.738988647460937500e+02
7.584291992187500000e+02 6.399592285156250000e+02
6.993348388671875000e+02 6.354180908203125000e+02
6.423334350585937500e+02 6.317485961914062500e+02
5.854269409179687500e+02 6.280756225585937500e+02
5.270002441406250000e+02 6.241343994140625000e+02
4.698373107910156250e+02 6.204153442382812500e+02
4.114953613281250000e+02 6.159360351562500000e+02
3.504149780273437500e+02 6.123578491210937500e+02
7.609935302734375000e+02 5.861848754882812500e+02
7.037835693359375000e+02 5.813306884765625000e+02
6.472262573242187500e+02 5.778018798828125000e+02
5.899611206054687500e+02 5.732112426757812500e+02
5.320203247070312500e+02 5.700296020507812500e+02
4.733499450683593750e+02 5.663268432617187500e+02
4.152936401367187500e+02 5.613729248046875000e+02
3.548535156250000000e+02 5.561577148437500000e+02
7.629892578125000000e+02 5.330184326171875000e+02
7.075219726562500000e+02 5.279611816406250000e+02
6.508732299804687500e+02 5.232288208007812500e+02
5.948110961914062500e+02 5.194026489257812500e+02
5.371488037109375000e+02 5.155463256835937500e+02
4.779840393066406250e+02 5.127183227539062500e+02
4.181380615234375000e+02 5.083872985839843750e+02
3.580665893554687500e+02 5.025530700683593750e+02
7.655386352539062500e+02 4.768305358886718750e+02
7.108280639648437500e+02 4.721468811035156250e+02
6.546985473632812500e+02 4.678954162597656250e+02
5.990207519531250000e+02 4.641839294433593750e+02
5.422922363281250000e+02 4.611211547851562500e+02
4.829689331054687500e+02 4.569550781250000000e+02
4.210090942382812500e+02 4.516576538085937500e+02
3.610234069824218750e+02 4.459678955078125000e+02
7.695216064453125000e+02 4.211545715332031250e+02
7.144171142578125000e+02 4.173973388671875000e+02
6.591707763671875000e+02 4.130697937011718750e+02
6.037815551757812500e+02 4.100195617675781250e+02
5.465483398437500000e+02 4.061580200195312500e+02
4.858620605468750000e+02 4.005773010253906250e+02
4.240690917968750000e+02 3.946311950683593750e+02
3.653523559570312500e+02 3.895183105468750000e+02
7.761067504882812500e+02 3.642323913574218750e+02
7.185466918945312500e+02 3.615220336914062500e+02
6.631159667968750000e+02 3.573599243164062500e+02
6.084812622070312500e+02 3.528212585449218750e+02
5.498908691406250000e+02 3.480199279785156250e+02
4.889848327636718750e+02 3.427881164550781250e+02
4.276507568359375000e+02 3.379333801269531250e+02
3.687048339843750000e+02 3.338043823242187500e+02
7.239393920898437500e+02 3.049273071289062500e+02
6.667729492187500000e+02 3.019349365234375000e+02
6.114242553710937500e+02 2.967360229492187500e+02
5.531282958984375000e+02 2.901957702636718750e+02
4.923221435546875000e+02 2.844547729492187500e+02
4.320778503417968750e+02 2.794279479980468750e+02
nan nan
nan nan
nan nan
nan nan
6.343757922187484155e+02 7.170654338457682115e+02
5.740344223752347261e+02 7.119298742712652484e+02
5.158294660776113005e+02 7.077606853237509767e+02
4.598012378660748141e+02 7.038415547968262445e+02
nan nan
nan nan
6.976404412145632250e+02 6.654544655587809530e+02
6.381531377750810634e+02 6.595142794910441353e+02
5.779001476842911416e+02 6.548098733518609151e+02
5.199227911533548649e+02 6.504938943798085802e+02
4.638037423384557769e+02 6.465808701663936517e+02
4.065489815171117129e+02 6.424415859501696104e+02
nan nan
3.538359068526991109e+02 5.814518438241645981e+02
