6.252329101562500000e+02 7.673994750976562500e+02
5.659105834960937500e+02 7.618878784179687500e+02
5.078463745117187500e+02 7.559818725585937500e+02
4.520446777343750000e+02 7.499781494140625000e+02
6.912078857421875000e+02 7.191810913085937500e+02
6.310854492187500000e+02 7.130637207031250000e+02
5.710363159179687500e+02 7.065154418945312500e+02
5.131896972656250000e+02 7.009860229492187500e+02
4.570559082031250000e+02 6.958256835937500000e+02
3.997409362792968750e+02 6.894043579101562500e+02
7.527715454101562500e+02 6.701220703125000000e+02
6.956281127929687500e+02 6.631577148437500000e+02
6.362751464843750000e+02 6.558046875000000000e+02
5.765360107421875000e+02 6.498106079101562500e+02
5.189210205078125000e+02 6.437344360351562500e+02
4.626057434082031250e+02 6.385274047851562500e+02
4.052710266113281250e+02 6.332485351562500000e+02
3.472211303710937500e+02 6.288305053710937500e+02
8.195784301757812500e+02 6.151209716796875000e+02
7.587421875000000000e+02 6.093739013671875000e+02
7.006567382812500000e+02 6.037340698242187500e+02
6.416322021484375000e+02 5.976337280273437500e+02
5.826730346679687500e+02 5.917506713867187500e+02
5.246588134765625000e+02 5.864611816406250000e+02
4.678432922363281250e+02 5.805946655273437500e+02
4.123572387695312500e+02 5.753451538085937500e+02
3.540385742187500000e+02 5.706051025390625000e+02
2.916015625000000000e+02 5.647964477539062500e+02
8.263567504882812500e+02 5.556064453125000000e+02
7.650867309570312500e+02 5.504215087890625000e+02
7.062225341796875000e+02 5.451649169921875000e+02
6.471819458007812500e+02 5.391855468750000000e+02
5.889368896484375000e+02 5.335078125000000000e+02
5.305217285156250000e+02 5.274668579101562500e+02
4.734115600585937500e+02 5.216713256835937500e+02
4.187505798339843750e+02 5.162998657226562500e+02
3.609983825683593750e+02 5.114392700195312500e+02
2.979595947265625000e+02 5.062012023925781250e+02
8.323271484375000000e+02 4.983530273437500000e+02
7.714030761718750000e+02 4.925174560546875000e+02
7.120678100585937500e+02 4.868625183105468750e+02
6.527808227539062500e+02 4.808798522949218750e+02
5.943864135742187500e+02 4.748230285644531250e+02
5.361895141601562500e+02 4.687691955566406250e+02
4.789332885742187500e+02 4.627059326171875000e+02
4.252044677734375000e+02 4.578218078613281250e+02
3.678093566894531250e+02 4.533640441894531250e+02
3.043327026367187500e+02 4.476859436035156250e+02
7.767852172851562500e+02 4.362330017089843750e+02
7.174466552734375000e+02 4.300338134765625000e+02
6.583538208007812500e+02 4.238202209472656250e+02
5.994791870117187500e+02 4.175853881835937500e+02
5.412112426757812500e+02 4.110168762207031250e+02
4.854749145507812500e+02 4.059869689941406250e+02
4.318342895507812500e+02 4.010933227539062500e+02
3.740134277343750000e+02 3.952694396972656250e+02
3.112155456542968750e+02 3.895091247558593750e+02
7.827539672851562500e+02 3.789073486328125000e+02
7.226784667968750000e+02 3.723563232421875000e+02
6.639041137695312500e+02 3.661579895019531250e+02
6.047211303710937500e+02 3.604107055664062500e+02
5.466883544921875000e+02 3.550941467285156250e+02
4.914482727050781250e+02 3.496728820800781250e+02
4.361627807617187500e+02 3.430200805664062500e+02
3.798551635742187500e+02 3.357555236816406250e+02
7.272907104492187500e+02 3.150609130859375000e+02
6.699496459960937500e+02 3.091806640625000000e+02
6.110457763671875000e+02 3.041959533691406250e+02
5.528956298828125000e+02 2.995838012695312500e+02
4.961484680175781250e+02 2.944464721679687500e+02
4.398863220214843750e+02 2.882536926269531250e+02
6.750798339843750000e+02 2.548124694824218750e+02
6.174818725585937500e+02 2.493166198730468750e+02
5.593796386718750000e+02 2.444378051757812500e+02
5.022149658203125000e+02 2.397610473632812500e+02
