 -0.059942  -0.022710   0.060482  -0.021502  -0.111562  -0.087309   0.192461  -0.102877   0.179743   0.107027  -0.106815  -0.038118   0.032299  -0.054482  -0.085667   0.067517   0.083961  -0.018492   0.010311   0.121944  -0.024711   0.051574  -0.147743  -0.031248  -0.027023  -0.002608   0.020421   0.137401   0.215540   0.100970   0.004355   0.130132  -0.065793   0.025669  -0.087010   0.178432   0.278616   0.649578   0.622597   0.647823   0.639471   0.241604   0.428015   0.337226  -0.204036  -0.504483  -0.117915  -0.879313  -0.733925  -0.511326  -1.101092  -0.970193  -0.346130  -0.239542   0.154410  -0.636007   0.423916   0.248195   0.786044  -0.191167   0.439467   0.248740   0.522845  -0.035108   0.450609  -0.181195   0.274038   0.251320   0.163536  -0.299083  -1.169612  -0.109496  -1.267810  -1.083306  -0.293778   0.144890   0.675508  -0.236178  -0.385553  -0.098917   0.639304  -0.498104   1.010599   0.325467   0.380456   0.632543  -0.294821  -0.547371   0.014900  -0.210288   0.156186   0.430769  -0.319504   0.615125  -0.355247   0.488143 
  0.012772  -0.080039  -0.048288   0.005366   0.061495  -0.052865   0.003590  -0.063884  -0.023460   0.077002   0.014013   0.114849  -0.141831   0.116728   0.035251  -0.116046  -0.082444  -0.102658  -0.342722  -0.028476  -0.005034  -0.190607  -0.015610  -0.196091   0.010861  -0.059109  -0.082126   0.055021  -0.144474   0.148992  -0.007359  -0.036050   0.041890  -0.002632   0.003524  -0.887921  -0.263705  -0.541065  -0.276291  -0.102910   0.780984   0.841558   0.897023   0.366777   0.946731   0.428259   0.526965   0.293146   0.173770  -0.386608  -0.213111  -0.570057  -0.761218  -0.680988  -1.180401   0.009643   0.216549  -0.005811  -0.069315   0.066581   0.252944   0.726539  -0.703406  -0.082266  -0.053172   0.348797   1.038480  -0.341854   0.641380   0.805677   0.023011   0.142384   0.174331   0.007178   0.548441  -0.166227  -0.019278   0.617512  -0.758114   0.143582  -0.484737  -1.155968   0.476163  -0.598860   0.226795  -0.525770   0.427577   0.553414  -0.270543   0.639761  -0.018707   0.042411  -0.431767   0.247907  -1.082476   0.211651 
 -0.061380   0.052376  -0.035100  -0.069108  -0.060381  -0.150761   0.079256  -0.101703   0.086362   0.064654  -0.045046  -0.145336  -0.029283  -0.043570   0.201827   0.115320   0.045706  -0.180368  -0.094818  -0.100128   0.190554  -0.080795  -0.155882   0.095489  -0.145682   0.305066  -0.091968   0.156986  -0.149346  -0.158181  -0.226403  -0.032200   0.015414   0.061164  -0.174249  -1.057140  -0.991705   0.781860   0.936489   1.281657   1.311607   0.379230  -0.354796  -0.214242  -1.217383  -0.535746  -0.384893   0.536073   0.934398   0.835830   0.943723   0.099257  -0.889771  -1.478025  -1.656255  -0.307250  -0.874934   0.567207  -0.026527   0.340359   1.800229   0.218158   0.229386   0.008554   0.271674  -0.519008  -1.406984  -0.333262  -1.199528  -0.919325   0.426140   0.517122   1.171100   1.827781   0.432568   0.244840   0.081579  -0.031843  -0.787759  -0.185268  -0.085257   0.539154  -0.073335  -0.085771   0.169266   0.391348  -0.253224  -1.178587   0.191346  -0.100620  -0.131997  -0.275757   0.048610   0.713095  -0.197735   0.123852 
 -1.209862  -0.095944  -0.549494  -0.398988  -0.750588  -0.814599  -1.126369  -0.546031  -0.616802  -0.648574  -0.753677  -0.661496  -0.589758  -0.573708  -0.685511  -0.421913  -0.119942   0.305883  -0.394395  -0.361699  -0.394102  -0.331242  -0.438118  -0.313298  -0.595757  -0.737257  -0.808810  -1.168811  -0.641838  -0.730734  -0.958966  -0.391303  -0.539993  -0.613815  -0.821847   1.224571   1.850052   1.786153   1.884422   0.631446   0.826415   0.262783   1.165538   0.318926   0.635163   0.331903   0.840494   0.827181   0.425350   0.886494   0.898080   1.615909   0.850548   0.664018   1.064050  -0.701610  -0.047723   0.381966  -3.589711  -0.014569  -0.225691  -0.400387   0.743107  -1.151663   0.515716  -0.733419  -0.699457   0.144772  -0.740613   0.555893  -0.176212   0.570477   0.611773   1.094436  -0.953327  -0.300431  -0.521873   0.395731   1.252678   0.568164  -0.275148  -0.400787  -1.685596  -1.135877   0.586896  -0.081872   1.559516   0.208703   2.192363  -0.335475  -0.694728   0.294822   0.802815  -1.997173  -0.046698  -0.529427 
  0.206082  -0.186683  -0.114971   0.104700   0.091166   0.127203   0.023245  -0.096509  -0.028377  -0.171612   0.127516   0.057936   0.003352  -0.060495  -0.111749   0.001667  -0.073638  -0.305597  -0.067973   0.126464  -0.197097   0.082528   0.075695  -0.100420  -0.154710   0.057918   0.078167  -0.155875   0.230187   0.016440  -0.041083  -0.108359   0.029211   0.163266  -0.153254  -0.667143  -1.464764  -1.836773  -0.801546   0.476116   1.196972   1.731535   1.280891   0.606164   0.147758  -0.653554  -0.943993  -0.641002  -0.634896   0.370686   1.014241   1.488181   0.830093   0.650073   0.017599  -0.061372  -1.408454  -0.156844  -0.046041   0.145314  -0.514376  -0.221271   0.311332   0.096619  -0.043544   0.616579   0.155273   0.187497  -0.291567  -0.673316  -0.983699  -0.675872  -0.344369  -0.091805   0.267141   0.395800   0.388252  -0.555462   1.336315  -0.790871  -0.278317  -0.393335  -0.478809   0.114286  -0.231564   0.640449   0.764538   0.447500  -0.616542  -0.364043  -0.085486   0.574182   0.162297   0.009979   0.521443  -0.041772 
  0.038273  -0.110428  -0.062991   0.135897   0.007001   0.061331   0.176828   0.021588   0.024380  -0.072631  -0.054691   0.077971   0.048343  -0.033104  -0.082534   0.067492   0.005388  -0.421485  -0.341690   0.037560   0.261478  -0.121264   0.217253  -0.033379   0.198270  -0.011175  -0.278964  -0.081491   0.178606   0.027507   0.076756   0.015721  -0.128478   0.126634  -0.172589  -2.645180  -2.389978  -0.021429   1.649544   2.077492   1.069573  -0.574730  -1.349204  -1.080276   0.322543   1.780464   1.140791  -0.387081  -0.977433  -0.965950  -0.090294   1.019026   1.788555   1.396544  -0.893432   0.458170  -0.261624  -0.357529  -0.590649   0.223189   0.357661   1.040143   0.665045  -0.192832  -1.831915  -1.120318  -1.531442  -0.010107   1.264714   1.364155   1.534889   0.629701  -1.358161  -2.306733  -1.121178  -0.155306   0.777642   1.660144   0.598860  -1.004390   0.109755  -1.166315  -0.257341   0.608507   0.831473   0.484517  -0.308235  -0.912564   0.358704   0.760124  -0.130691   0.402049  -1.145756  -0.238723   0.743272   0.068093 
 -0.307871  -0.709983  -0.621289  -0.149014   0.436715   0.430665  -0.175884  -1.327472  -1.140634  -0.591620  -0.706428   0.393594   1.001722   0.732020   1.149194   0.586214   0.220579  -0.381853  -0.823148  -1.139145  -1.448235  -1.371680  -1.434585  -1.098899  -0.686813  -0.120282   0.727353   1.299777   1.873153   2.105038   1.215719   1.470441   0.735967   0.389176  -0.674352   0.106308   0.957803   1.549024   2.304775   1.622488   1.686977   0.557655   0.209265   0.559355  -0.746476  -1.127373   0.023956  -1.181086  -1.125362  -0.610706  -1.971605  -2.438213  -0.890143  -0.872581   0.943785  -1.571282   0.867426   0.418509   1.500835  -0.796336   1.114419  -0.170832   1.031750  -0.738287   1.932099  -0.442387   0.413574   1.412337   0.338219  -1.244355  -3.412267  -1.324782  -3.476761  -4.301738  -2.643867  -0.579354   0.043343  -0.184656  -1.235893  -0.641210   1.598780   0.127578   1.918342   0.775471   1.365453   2.128851   0.083954  -1.308832   0.169439   0.196643   1.042263   1.968356   1.235814  -0.101428   0.011301   1.929894 
  0.177130   0.362499  -0.350694  -0.774092   0.050799   1.071647   1.460209   0.488003  -0.220663  -0.186053  -1.037973  -0.687154  -1.244228   0.193744   0.498236   0.484728   0.876963   1.443140   0.359449   0.955584   0.504096  -0.797220  -0.890867  -1.859494  -1.276942  -1.654878  -1.716687  -1.093786  -0.345600   0.341759   0.950051   0.507148   1.306331   1.510552   1.974019  -2.464770  -1.762141  -1.305048  -0.788069   0.017489   1.668743   1.742489   1.466629   0.616630   1.516332   0.921162   0.733987   0.166197  -0.379190  -1.186139  -0.363618  -1.360113  -2.870574  -2.027678  -3.095143  -0.667221   0.093740   0.509958  -0.228918   0.238303   0.347837   1.119152  -0.562061   0.715970   0.703326   1.966266   2.599359  -0.276357   2.625464   2.098313   0.409924   1.451956   0.543509   0.176767   0.479597  -0.921093  -0.343139   1.852906  -2.532557   1.295329   0.383400  -2.683819  -0.214257  -1.034271  -0.426112  -1.415332   1.806492   0.842006  -0.415357  -0.042206   0.338275  -0.155952  -0.678444   1.227749  -2.523312  -0.355416 
  0.018437   0.053303  -0.026230   0.123690  -0.145065   0.030429  -0.032045  -0.005889   0.165058  -0.137211   0.071993  -0.177262   0.218477  -0.110492   0.025502   0.116934   0.052326   0.068432  -0.236995  -0.179111  -0.191897  -0.109062  -0.034319   0.095933  -0.313605   0.253824  -0.315053  -0.185311  -0.345506  -0.171604   0.197464   0.196949   0.124414   0.172017  -0.000878   1.179408  -1.153974  -2.009572  -1.837398   0.081247   1.584179   1.785453   0.988519  -0.701696  -1.841555  -0.548210   0.728774   1.248510   0.935920  -0.087852  -1.755831  -1.398893   0.429565   1.875769   2.062156   0.270090   0.059535   0.372325  -1.134546  -0.685225  -1.023031   0.154940   0.787104   0.205635   0.621720  -0.166492  -1.429860  -0.080339  -0.457905   0.183783   1.828018   1.268409   2.050083  -0.715148  -0.658354  -0.710852  -0.845065  -0.063785   0.687899   0.844227  -0.187142  -1.178172  -0.629044  -0.422370   1.742409   0.146670  -0.215074  -2.154790  -1.079328   0.648365   1.284029  -0.483391  -0.702628  -0.514781  -0.184234   1.285290 
  0.068760   0.139548  -0.039532  -0.087588   0.106722  -0.040488  -0.090386   0.076926  -0.088244   0.144142  -0.107599  -0.028805  -0.218784  -0.019680  -0.075151   0.040352  -0.207485   0.338535  -0.513870   0.105092   0.137553   0.191691   0.063091   0.041499   0.308048   0.030547   0.209219   0.339978   0.120933  -0.184804   0.148161  -0.029600   0.101834   0.103466   0.441651   0.414210  -3.439907  -1.832280   0.876488   3.134152   0.673110  -2.163693  -1.590277   0.736016   1.944983   0.278197  -1.990459  -0.796247   0.655896   1.563915  -0.720990  -1.891233  -0.722254   2.398157   3.055861   0.713249  -0.859043  -0.894426  -1.381465  -0.632190   1.427151   0.877957   0.972196  -0.945309  -1.162554  -0.668572   1.901230   2.892069   0.348583  -0.217860  -2.849163  -1.341372   1.414960   2.179283   2.094034  -1.766799  -1.782174  -1.342063   0.813800   1.108163  -0.235978  -2.216663   0.937372   0.039890   0.308790  -1.270941  -1.552420   1.175757  -0.104210  -1.962430   0.729340   1.021794   0.245428  -0.500263  -0.738210   1.711247 
