-2.178770373791478754e-01 -3.682254547096263098e-01 -1.628231112314371121e-02 1.532555174161403522e-01 -1.009877071565403323e-01 8.114347039453821964e-01 -8.420230903485016460e-01 -6.028630486225977636e-01 5.411471792602570163e-01 -3.097393590413747289e-01 5.405392821364580769e-01 -4.227722488063738737e-01 5.208584025993913125e-01 -9.686851743514055535e-01 -3.260663387520647272e-02 8.296952606059018187e-01 6.182371760614754352e-01 -1.802475200144181833e-01 2.367876027402384120e-01
-2.146055714994743735e-01 -3.728406093148540768e-01 -1.515930200576247680e-02 1.525271396780834288e-01 -1.017743572542334496e-01 8.132412522395571219e-01 -8.405101871363349630e-01 -6.058474667197578656e-01 5.409009266054366494e-01 -3.087019831224094846e-01 5.397109163987707792e-01 -4.234006477053004480e-01 5.242828339064750098e-01 -9.682710472913333977e-01 -3.199593220593878462e-02 8.298004949906121475e-01 6.175200826497815321e-01 -1.780065785895977304e-01 2.368685872398988979e-01
-2.177821691272386617e-01 -3.707718670199073863e-01 -1.527211090250473087e-02 1.510655681785475490e-01 -1.013272598317529333e-01 8.100439114154760478e-01 -8.385310601346861459e-01 -6.043376800314950170e-01 5.420819286925490088e-01 -3.086777743274111696e-01 5.397937288485585849e-01 -4.232698512003768565e-01 5.212194195615518222e-01 -9.689470560639189545e-01 -3.127868731946115144e-02 8.309992620261155150e-01 6.180806394042847041e-01 -1.772765498034756249e-01 2.372083784390427719e-01
-2.178022782965485793e-01 -3.714598467044376018e-01 -1.435209753845244872e-02 1.517031151573449144e-01 -9.889528302836372853e-02 8.109572335151843392e-01 -8.415468639729261069e-01 -6.025414109671282104e-01 5.375901028176773844e-01 -3.097623437821031001e-01 5.405273124345910674e-01 -4.239096397366651781e-01 5.200444474541024986e-01 -9.685251218627168868e-01 -3.042639339625880651e-02 8.299379766555742277e-01 6.172132257123913446e-01 -1.815729130802676561e-01 2.374936648704096820e-01
-2.166432441649177587e-01 -3.695120408197256068e-01 -1.558132670608782140e-02 1.527424254545626803e-01 -9.981322375166723493e-02 8.106289967197402024e-01 -8.440648864862019263e-01 -6.033688240946091241e-01 5.395490695436342410e-01 -3.079821198942576110e-01 5.396725862327848011e-01 -4.248178528932946008e-01 5.199394460751772806e-01 -9.686337039456576203e-01 -2.965640025561154525e-02 8.286703945537382543e-01 6.174992813437765182e-01 -1.811460238369229925e-01 2.371134717936339564e-01
-2.163503719420466209e-01 -3.695630567934309885e-01 -1.479389917265345501e-02 1.516043986290306067e-01 -9.970000979417506515e-02 8.110843280440310776e-01 -8.435519031873337514e-01 -6.038423222626142506e-01 5.421505705976380485e-01 -3.086693308602794783e-01 5.397722418228989572e-01 -4.245365675740985223e-01 5.213915702476807912e-01 -9.685527939877633941e-01 -3.147404892141288796e-02 8.304691559256515143e-01 6.180042350673962126e-01 -1.800377656370316104e-01 2.383174074619122118e-01
-2.164565209206308904e-01 -3.706768449054503312e-01 -1.618550175662160362e-02 1.502900269042908576e-01 -1.016521288596027861e-01 8.095420840301326137e-01 -8.433031078439628958e-01 -6.020296477101247934e-01 5.394017122769039219e-01 -3.075169464455145829e-01 5.401127288877967114e-01 -4.226723311232500335e-01 5.194301012745559110e-01 -9.676698182705393281e-01 -3.306778912335998910e-02 8.275200002124720733e-01 6.171383792298746895e-01 -1.803859401334147461e-01 2.345034441969785777e-01
-2.158705951098887632e-01 -3.712179356165731248e-01 -1.632477075444695516e-02 1.533429191048914786e-01 -1.018765807638458698e-01 8.101284098682973722e-01 -8.409167969679937071e-01 -6.024479798985342693e-01 5.420542266470013137e-01 -3.079195371682306170e-01 5.393108902246123160e-01 -4.236977881004684865e-01 5.191526479596876298e-01 -9.683951436536171187e-01 -3.069357197474639060e-02 8.297277870012270684e-01 6.182506876578419686e-01 -1.801607030787290287e-01 2.383777875238214661e-01
-2.161855598584524196e-01 -3.692917894541239976e-01 -1.674803506087172572e-02 1.523775739611571978e-01 -1.024084405467072523e-01 8.121590068833637321e-01 -8.434610109091812413e-01 -6.043458042165023025e-01 5.421684768300051305e-01 -3.060788121817283325e-01 5.390257241197821125e-01 -4.259031115887298991e-01 5.200256245703508418e-01 -9.692540337866983879e-01 -2.969940347368829961e-02 8.297357289516241741e-01 6.167096337496036362e-01 -1.807167370845355892e-01 2.371879372200125513e-01
-2.173183746471294142e-01 -3.689005274678457402e-01 -1.521940601645993714e-02 1.526404394570408107e-01 -9.839559998351891934e-02 8.109698430392041635e-01 -8.431860842395607625e-01 -6.028201645709568846e-01 5.418578022088899049e-01 -3.088476798811153889e-01 5.396415388897668475e-01 -4.240816521343562240e-01 5.195665218340987934e-01 -9.683951679297987392e-01 -3.001667951880767488e-02 8.296654000304359844e-01 6.189929023952236431e-01 -1.802144216745251992e-01 2.353219452394995914e-01
