6.109300537109375000e+02 7.963796997070312500e+02
5.476263427734375000e+02 7.908894042968750000e+02
4.846595764160156250e+02 7.848858032226562500e+02
4.218848571777343750e+02 7.788432617187500000e+02
6.800595703125000000e+02 7.422637939453125000e+02
6.171295776367187500e+02 7.362550659179687500e+02
5.542446899414062500e+02 7.303858032226562500e+02
4.909471435546875000e+02 7.244627075195312500e+02
4.283185729980468750e+02 7.186716308593750000e+02
3.650711059570312500e+02 7.130608520507812500e+02
7.491536254882812500e+02 6.888131713867187500e+02
6.860336914062500000e+02 6.829822998046875000e+02
6.232009887695312500e+02 6.766893920898437500e+02
5.604923095703125000e+02 6.707962646484375000e+02
4.970768737792968750e+02 6.642950439453125000e+02
4.346576843261718750e+02 6.588192749023437500e+02
3.715231628417968750e+02 6.528627319335937500e+02
3.084469604492187500e+02 6.472669677734375000e+02
7.556190185546875000e+02 6.287408447265625000e+02
6.924099731445312500e+02 6.226450805664062500e+02
6.295742797851562500e+02 6.167584228515625000e+02
5.667658081054687500e+02 6.108995971679687500e+02
5.037630310058593750e+02 6.047478027343750000e+02
4.405993347167968750e+02 5.988908081054687500e+02
3.781134033203125000e+02 5.930087280273437500e+02
3.150944519042968750e+02 5.870137329101562500e+02
7.612390747070312500e+02 5.690244750976562500e+02
6.987525024414062500e+02 5.630046386718750000e+02
6.359202270507812500e+02 5.566260986328125000e+02
5.730937500000000000e+02 5.506723022460937500e+02
5.099131164550781250e+02 5.443312377929687500e+02
4.469812011718750000e+02 5.385696411132812500e+02
3.842294921875000000e+02 5.326979980468750000e+02
3.215482482910156250e+02 5.267579956054687500e+02
7.671352539062500000e+02 5.089943542480468750e+02
7.046570434570312500e+02 5.028982238769531250e+02
6.419731445312500000e+02 4.964414367675781250e+02
5.791755981445312500e+02 4.903103637695312500e+02
5.161212158203125000e+02 4.843114013671875000e+02
4.530878906250000000e+02 4.782280273437500000e+02
3.906247863769531250e+02 4.720478820800781250e+02
3.278600463867187500e+02 4.662917480468750000e+02
7.730015258789062500e+02 4.495764160156250000e+02
7.104404907226562500e+02 4.433431396484375000e+02
6.476990966796875000e+02 4.370468444824218750e+02
5.851695556640625000e+02 4.306894531250000000e+02
5.222609252929687500e+02 4.246071777343750000e+02
4.592424316406250000e+02 4.184879455566406250e+02
3.968760375976562500e+02 4.123155212402343750e+02
3.344809265136718750e+02 4.064238281250000000e+02
7.791466674804687500e+02 3.895462036132812500e+02
7.164608154296875000e+02 3.831571044921875000e+02
6.536757812500000000e+02 3.770162048339843750e+02
5.908321533203125000e+02 3.705915832519531250e+02
5.284784545898437500e+02 3.645488586425781250e+02
4.656188964843750000e+02 3.583239440917968750e+02
4.024997253417968750e+02 3.524277954101562500e+02
3.402050476074218750e+02 3.459609375000000000e+02
7.222113037109375000e+02 3.237460021972656250e+02
6.597600708007812500e+02 3.173021850585937500e+02
5.968204956054687500e+02 3.110690002441406250e+02
5.343306884765625000e+02 3.046647644042968750e+02
4.717485351562500000e+02 2.983385620117187500e+02
4.084273986816406250e+02 2.920277709960937500e+02
