-2.264013107730859786e-01 -9.938013168506915074e-02 -1.596114115290641067e-01 8.219415621132544758e-02 2.520608544704668885e-01 -5.381253320151397901e-01 -5.205685285285519548e-01 -9.085240049257842232e-01 9.780131614457572287e-01 -2.268322482722996136e-01 9.165657076398525671e-01 -5.973884404589028252e-01 7.893323725912422262e-01 -8.833950355477532268e-01 -3.877738089061477655e-01 9.685494793280460257e-01 8.272266916288086858e-01 9.442853245020134123e-01 -9.686609945552089318e-01
-2.022504754011706374e-01 -1.019649051675407675e-01 -1.964638506110019667e-01 9.201715918713478104e-02 2.400612052771958771e-01 -5.305216487648841683e-01 -5.209276574469237087e-01 -8.761192945773300655e-01 9.736374551359008311e-01 -2.234606383365431714e-01 9.224845801294423442e-01 -5.817530694664287960e-01 7.995163528714690493e-01 -8.746255173983848996e-01 -3.743502450909195756e-01 9.679478363314852896e-01 8.337975529544360276e-01 9.464637214288548206e-01 -9.604796815381138053e-01
-2.053951373380029088e-01 -9.391080720305162999e-02 -1.982393687996134857e-01 8.751412658426904745e-02 2.520065627315785650e-01 -5.385937996126620719e-01 -5.195857404069635921e-01 -8.925620061861518906e-01 9.719430984036565579e-01 -2.184426750284337859e-01 9.107427517646247139e-01 -5.771603074059499239e-01 7.875351671143644428e-01 -8.747975384044970326e-01 -3.921752863657390620e-01 9.646368011556298860e-01 8.303448667489321533e-01 9.433788566809174769e-01 -9.613992349922093616e-01
-2.135438685079895926e-01 -1.065512770244479712e-01 -2.030510281000829087e-01 9.721509645688929113e-02 2.384817923824062991e-01 -5.105040047584337159e-01 -5.169518635139962459e-01 -8.523392699966169106e-01 9.703744088111019295e-01 -2.047965224921891036e-01 9.081801213885373203e-01 -5.756200952409752380e-01 7.876361166605371222e-01 -8.716681579095401089e-01 -3.779923224924937042e-01 9.681488169823889711e-01 8.431044986079957448e-01 9.413073968604148689e-01 -9.630540685416072444e-01
-1.980582398594218918e-01 -1.062443856669598313e-01 -1.888567351960587781e-01 8.283780267508325523e-02 2.331934519930080052e-01 -5.293088292638759018e-01 -5.398539254129575138e-01 -8.998099707377672507e-01 9.673889080909915394e-01 -2.465207085115096453e-01 9.029523121132764230e-01 -5.471781812508157428e-01 7.783615364977269913e-01 -8.471392178200793932e-01 -4.186467629926417522e-01 9.678460650731885995e-01 8.271672150232887155e-01 9.337276667184692958e-01 -9.603258822558832231e-01
-1.917296111776518319e-01 -1.189847183463572933e-01 -1.828851286585712888e-01 8.576618949055460350e-02 2.521876375553672167e-01 -5.159110925795469260e-01 -5.202786053017991463e-01 -9.271741421492818436e-01 9.709712147369279345e-01 -2.367015250430816453e-01 9.079031172460212407e-01 -5.604281444065253304e-01 7.928117817422560831e-01 -8.742001813257070930e-01 -3.685049618682676442e-01 9.719845746835520384e-01 8.206241922353356699e-01 9.420922390443048355e-01 -9.655455616257778706e-01
-1.996575174397931807e-01 -9.085894169634628481e-02 -2.102284286520382517e-01 9.133842592199278854e-02 2.656193945690930591e-01 -5.284817615454898698e-01 -5.167879058478197507e-01 -8.833384407131068539e-01 9.748900609984398891e-01 -2.056684958836237087e-01 9.246803264191844063e-01 -6.026985442655550251e-01 7.987969846755587078e-01 -8.864233142086923589e-01 -3.608740271453036996e-01 9.701081717748191169e-01 8.326773266283988839e-01 9.468479887463278066e-01 -9.629783689992732487e-01
-2.016633134579881026e-01 -1.021037463562797093e-01 -2.068875616309938104e-01 9.388624514582009917e-02 2.724776550842644696e-01 -5.458106523840401403e-01 -5.357540919449456096e-01 -8.950587346548080081e-01 9.741229218359732656e-01 -2.157505811248684735e-01 9.275089863667972390e-01 -5.994561259206370174e-01 7.952273675167652600e-01 -8.770644046000831695e-01 -3.806455594112598262e-01 9.674478747580161908e-01 8.276594503464477226e-01 9.446432761592814531e-01 -9.615992038349822080e-01
-2.267955192995506908e-01 -9.813176689827357579e-02 -1.886692001095590376e-01 1.037967143615803889e-01 2.460902022530694067e-01 -5.382448593652752189e-01 -5.277471665456331396e-01 -8.958800369307746703e-01 9.740296805521042600e-01 -2.296928208192672294e-01 9.218812046198624488e-01 -5.786119606326639575e-01 8.002321165057804109e-01 -8.728202664827209301e-01 -3.666944608635652747e-01 9.676523174969463570e-01 8.324190661276384962e-01 9.435315774576329417e-01 -9.633951208410531653e-01
-1.999691949043860550e-01 -9.142338669022474773e-02 -2.073536178360027571e-01 8.933995417644383097e-02 2.517805771000615200e-01 -5.248565246960021913e-01 -5.169728058714641028e-01 -8.842971803261590047e-01 9.717956539841502428e-01 -2.148481327126477158e-01 9.209793012489659869e-01 -5.797023712411589758e-01 7.963448369519171566e-01 -8.710116479010934221e-01 -3.837566326896562074e-01 9.705860494230844626e-01 8.300421077556319194e-01 9.447825352135700294e-01 -9.603778754845579968e-01
